"last_name, first_name",player_id,year,p_formatted_ip,pa,hit,home_run,strikeout,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,p_earned_run,p_run,p_out,p_win,p_loss,p_era,p_lob,p_rbi,p_ab_scoring,p_called_strike,p_swinging_strike,p_total_ball,p_total_strike,p_total_swinging_strike,p_inh_runner,xba,xslg,woba,xwoba,xobp,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,n_cu_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,n_si_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,st_avg_speed,st_avg_spin,st_avg_break_x,st_avg_break_z
"Ober, Bailey",641927,2024,178.2,709,136,27,191,26.9,6.1,0.208,0.391,0.261,0.652,79,81,536,12,9,3.98,95,76,90,409,368,875,1821,383,0,0.209,0.371,0.282,0.279,0.264,34.8,8.3,7.5,34.3,76.69915446,93.27007815,29,52.4,38.1,91.7,2303,-7.9,-15.7,1,19.4,86.2,2071,3.6,-30.1,29.4,83.4,2038,-17,-33.7,1.3,76.1,2094,8.3,-56.3,,,,,,,,,,,,,,,,,,,,,80.3,2018,12.3,-44.7
"Martin, Davis",663436,2025,142.2,601,136,20,104,17.3,8,0.251,0.427,0.317,0.744,65,74,428,7,10,4.1,110,61,115,323,212,845,1464,220,0,0.276,0.458,0.322,0.347,0.341,36,9.7,6.3,44.6,79.46121218,95.39486148,21.6,49.4,32.7,94,2411,-6.2,-16,1.5,4.3,83.4,2735,9.8,-37.5,24.2,90.2,2059,-14.3,-32.6,4.8,78.8,2794,13.7,-53.5,10.7,92.9,2379,-15.4,-23,23.1,88.2,2580,1.9,-30.3,,,,,,,,,,,,,,
"Littell, Zack",641793,2025,186.2,759,174,36,130,17.1,4.2,0.244,0.445,0.282,0.727,79,81,560,10,8,3.81,122,80,126,423,258,921,1867,262,0,0.26,0.452,0.311,0.324,0.299,32.7,9.9,7.3,40.9,80.1906688,94.45876219,20.4,51.8,23.8,92.1,2005,-7.3,-16.2,1.2,27.5,87.3,2199,1.4,-28.5,,,,,,,,,,,16,91.5,2028,-14.2,-20.2,,,,,,27.3,83.4,1105,-11.7,-40.4,,,,,,79.5,2166,11.5,-47.2
"Kremer, Dean",665152,2025,171.2,708,163,22,142,20.1,6.4,0.248,0.407,0.297,0.704,80,83,515,11,10,4.19,112,79,128,444,280,950,1803,288,0,0.241,0.401,0.305,0.302,0.292,32.8,8.5,8.3,35.8,76.65064605,93.87724147,22.9,49.4,26.9,93.3,2277,-7.6,-13.6,1.2,0.1,83.9,2471,2.4,-37.7,,,,,,12.8,78.3,2772,6.1,-56.2,19,92.9,2158,-14.9,-19.5,20.2,86.9,2401,4.8,-30.2,21,81.9,1130,-10.6,-31,,,,,,,,,
"Quintana, Jose",500779,2024,170.1,717,150,22,135,18.8,8.8,0.237,0.396,0.314,0.71,71,73,511,10,10,3.75,127,66,124,462,225,1143,1676,239,0,0.257,0.406,0.312,0.327,0.333,32.9,6.7,7.3,38.2,76.44604848,93.89600374,22.2,43.1,22.5,90.7,2073,3.9,-17.2,1.2,,,,,,19.3,85.7,1323,14.3,-33.1,21.9,77.6,2227,-6.9,-53.5,30.4,90.8,2065,13.9,-20.6,,,,,,,,,,,,,,,,,,,
"Rasmussen, Drew",656876,2025,150,585,116,18,127,21.7,6.3,0.214,0.34,0.271,0.611,46,47,450,10,5,2.76,100,46,99,391,215,799,1517,219,0,0.237,0.365,0.269,0.288,0.291,29.6,6.3,6.3,43.3,80.43614752,94.70868728,22.2,48.6,35.4,95.8,2481,-4.1,-12.4,1.1,,,,,,1.2,89.4,1097,-8.9,-29.5,4.3,80.5,2765,5.1,-53.9,22.8,95.4,2418,-14.4,-16.9,31.5,90.3,2704,4.5,-29.4,,,,,,,,,,,84.6,2704,11.7,-40.7
"Gausman, Kevin",592332,2025,193,775,155,21,189,24.4,6.5,0.216,0.358,0.269,0.627,77,79,579,10,11,3.59,117,76,139,478,378,988,2042,382,0,0.24,0.397,0.273,0.299,0.292,35,8.5,10.2,41.4,78.11432304,94.52200783,26.4,51.6,53.7,94.5,2260,-11.1,-14.1,1.7,8.6,83.2,2334,1.8,-37.9,,,,,,,,,,,0.1,93.7,2280,-18.6,-14,,,,,,37.6,84.9,1691,-15.5,-33.8,,,,,,,,,
"Anderson, Tyler",542881,2024,179.1,765,158,24,142,18.6,9.5,0.232,0.394,0.311,0.705,76,83,538,10,15,3.81,135,77,129,425,350,1051,1863,370,0,0.245,0.412,0.308,0.322,0.323,34.1,7.9,5.9,33,76.27353733,93.1219435,27.8,49.3,39.6,89.5,2196,4.1,-14.7,1.4,1.8,81.4,2380,-3.5,-35.9,37.1,78.9,1886,12.5,-31.7,0.1,71.6,2146,-1.2,-63.5,3.3,88.1,2194,17.4,-26.9,18.1,84.3,2325,-3.7,-26.7,,,,,,,,,,,,,,
"Morton, Charlie",450203,2025,142,654,152,23,149,22.8,11,0.273,0.463,0.367,0.83,92,94,426,9,11,5.83,138,84,177,416,280,939,1609,296,3,0.25,0.404,0.36,0.333,0.349,33.3,8.6,5,43.6,81.39496709,94.94111847,27.9,46.8,27.6,94.2,2323,-11.9,-18.5,1.2,,,,,,9.9,87.5,1815,-13.7,-39.6,38.3,81.4,3163,15.4,-50.5,15.1,94,2219,-17.8,-26.7,9,88,2514,0.9,-29.9,,,,,,,,,,,,,,
"Kirby, George",669923,2024,191,778,181,22,179,23,3,0.245,0.393,0.272,0.665,75,82,573,14,11,3.53,122,75,160,447,326,936,2031,339,0,0.235,0.395,0.287,0.287,0.266,30.5,8.1,5.8,36.3,78.77459327,93.75352036,24.1,53.4,33.9,96,2233,-9.3,-13.9,1.2,23.7,87.2,2364,7.7,-38.4,0,85.4,1544,-9,-38.4,8.2,83.3,2468,8.6,-53.8,23.7,96,2219,-15.8,-18.1,0.4,92.3,2301,1,-23.6,10.1,86,944,-9.6,-35.6,0,73.9,155,-2.6,-43.3,,,,
"Sánchez, Cristopher",650911,2025,202,807,171,12,212,26.3,5.5,0.227,0.321,0.275,0.596,56,58,606,13,5,2.5,151,52,135,507,384,956,1940,402,0,0.227,0.338,0.264,0.271,0.275,27,5.7,4.6,39.8,77.43679385,94.39200115,30.4,49.5,,,,,,,16.6,85.7,2088,-1.6,-37.9,37.4,86.3,2043,16.9,-38.1,,,,,,46,95.4,2137,18.3,-25.8,,,,,,,,,,,,,,,,,,,
"Cecconi, Slade",677944,2025,132,545,125,24,109,20,5.9,0.247,0.451,0.294,0.745,63,66,396,7,7,4.3,84,61,94,366,180,737,1326,197,0,0.271,0.481,0.319,0.343,0.318,37.2,12.2,8.5,49.1,81.62655854,95.53006453,22.5,46.5,43.6,94.3,2394,-10.7,-15.1,1.5,18.6,84.3,2565,5.3,-38,7.5,84.3,1618,-14.1,-35.2,16.5,75.5,2398,9.2,-61.3,11,93.6,2266,-16.3,-22.6,2.7,88.9,2299,0.8,-27.4,,,,,,,,,,,82,2596,12.6,-40.9
"Keller, Mitch",656605,2025,176.1,749,171,21,150,20,6.8,0.249,0.405,0.31,0.715,82,91,529,6,15,4.19,120,82,155,484,243,994,1876,254,0,0.262,0.42,0.313,0.325,0.322,34.6,7.8,7.3,43.8,79.4512197,94.72369473,20.6,48.5,37,94,2405,-8.6,-15.8,1.4,13.9,86.9,2531,4.6,-36.5,6.9,89.2,2031,-14,-32.2,7.3,77.4,2612,12,-60.4,15.7,92.9,2465,-14.5,-22.7,0.1,92.4,2427,1.3,-22.1,,,,,,,,,,,82.3,2714,17.5,-40.7
"Rogers, Trevor",669432,2024,124.1,562,140,14,97,17.3,10,0.285,0.458,0.357,0.815,68,74,373,2,11,4.92,104,68,135,353,192,853,1390,196,0,0.275,0.437,0.35,0.347,0.353,33.3,8.4,5.2,44.4,80.3913993,94.92394505,20.9,46.2,31.7,91.9,2431,11.9,-17.9,1.5,20.6,82.4,2248,-3.8,-35.1,23.5,85.6,1621,14.3,-37.3,,,,,,24.2,91.5,2366,17.8,-25.3,,,,,,,,,,,,,,,,,,,
"Woods Richardson, Simeon",680573,2024,133.2,569,125,16,117,20.6,8.4,0.246,0.385,0.31,0.695,62,63,401,5,5,4.17,94,52,103,357,215,796,1499,221,0,0.239,0.394,0.305,0.31,0.307,35.7,8.2,6.5,36.2,78.06318392,93.54377801,22.3,49.8,40.3,93.1,2186,-5.8,-14.1,1.6,31.2,86.4,2302,6.2,-29.4,19.3,82.8,2271,-15.4,-30.2,9.3,76.1,2599,5.5,-62.4,,,,,,,,,,,,,,,,,,,,,,,,
"Rea, Colin",607067,2024,167.2,714,169,29,135,18.9,6,0.258,0.447,0.311,0.758,80,83,503,12,6,4.29,123,77,128,484,210,925,1725,215,2,0.272,0.452,0.327,0.338,0.326,36.3,8.7,6.8,42,80.21367819,94.59441517,19.3,46.8,19.5,93,2174,-6.5,-17.8,1.3,,,,,,,,,,,4.8,79.1,2139,10.1,-52.9,30.9,92.3,2144,-13.9,-23.1,19.4,87.6,2191,2.2,-28.3,8.8,86.5,1408,-13.8,-32.5,,,,,,82,2206,12.8,-41.5
"Manaea, Sean",640455,2024,181.2,738,134,21,184,24.9,8.5,0.202,0.338,0.28,0.618,70,75,545,12,6,3.47,117,69,117,478,343,1049,1947,351,0,0.226,0.373,0.275,0.299,0.302,37,7.5,7.7,37.8,77.67445695,93.85781224,26.1,49,31,92.2,2014,13.8,-21.5,1.7,6.3,85.1,2054,-3.4,-31.7,11.7,85.3,1502,14.4,-33.8,,,,,,25.1,92.4,2038,16.9,-22.5,7,88.5,2041,-0.1,-27.4,,,,,,,,,,,77.7,2169,-13.1,-44.2
"Berríos, José",621244,2025,166,698,160,26,138,19.8,8,0.253,0.43,0.32,0.75,77,86,498,9,5,4.17,123,81,129,448,226,946,1638,237,0,0.259,0.45,0.325,0.338,0.327,32.6,11.3,5.2,42.5,79.76145683,94.70528226,22,46.1,18.5,93,2127,-9.9,-16.7,1.4,,,,,,16.8,85.2,1555,-14.4,-33.5,,,,,,32.9,92.2,2027,-16.1,-21.6,5.9,89.6,2308,0,-24,,,,,,,,,,,,,,
"Flaherty, Jack",656427,2024,162,649,135,24,194,29.9,5.9,0.223,0.388,0.273,0.661,57,61,486,13,7,3.17,96,59,104,475,319,948,1698,352,0,0.233,0.38,0.288,0.291,0.284,36.1,7.7,4.8,35.9,77.44586236,93.77647899,32.1,46.2,44.2,93.3,2258,-4.2,-15.9,1.7,29,84.7,2469,6.7,-35.9,2.7,85.7,1610,-12.1,-32.1,21.8,77.4,2440,13.3,-54.5,2.3,90.3,2081,-10.9,-25.1,,,,,,,,,,,,,,,,,,,
"Warren, Will",701542,2025,162.1,711,158,22,171,24.1,9.1,0.25,0.418,0.32,0.738,80,90,487,9,8,4.44,121,82,143,535,259,1069,1733,267,0,0.255,0.42,0.321,0.33,0.328,36,10.9,5.1,45.3,80.37409823,95.3036438,24.6,42.8,41.6,93.3,2573,-7.9,-16.1,1.3,,,,,,9.8,87,1723,-14.6,-35.7,7,80.2,2867,12.6,-54,21,93.2,2430,-16.2,-27.6,,,,,,,,,,,,,,,,82.7,3024,19.5,-40.2
"Peterson, David",656849,2024,121,510,110,8,101,19.8,9,0.243,0.349,0.32,0.669,39,44,363,10,3,2.9,103,41,96,312,191,664,1207,204,0,0.261,0.397,0.299,0.329,0.338,35.7,7.3,6.5,42.7,78.33120497,94.42661385,25.6,47.8,26.2,93.1,2142,6.5,-18,1.6,18.4,85.1,2338,-2.6,-38.2,16.4,84.7,1637,14.6,-34.6,7.6,79.1,2366,-6.1,-53,31.3,91.9,2150,14.7,-25.7,,,,,,,,,,,,,,,,,,,
"Rodón, Carlos",607074,2024,175,736,157,31,195,26.5,7.7,0.235,0.435,0.304,0.739,77,81,525,16,9,3.96,127,71,129,449,406,1122,1980,435,0,0.227,0.421,0.32,0.314,0.297,34.6,11,7.2,40.9,80.22004804,94.54352275,30.1,49.4,49.4,95.4,2384,8.8,-12.4,1.6,26,86.8,2628,-6.6,-37.5,12.9,85.5,1656,12.5,-34.3,8.3,81,2677,-6.3,-52.3,0,95.6,1890,6.6,-13,3.5,91.8,2399,-0.3,-21.4,,,,,,,,,,,,,,
"Pepiot, Ryan",686752,2024,130,539,102,17,142,26.3,8.9,0.212,0.364,0.292,0.656,52,58,390,8,8,3.6,87,50,85,344,267,774,1375,277,0,0.216,0.372,0.29,0.296,0.296,31.4,9.1,5,37.2,79.44153165,93.81403882,29.9,48,50.4,94.9,2379,-8.8,-11.1,1.1,17.4,89,2527,6.4,-26.1,23.5,85.8,2477,-15.4,-35,2.7,80.6,2583,15.8,-53.2,0.2,93.8,2128,-6.6,-15.4,5.8,91.6,2472,2.9,-18.6,,,,,,,,,,,,,,
"Lodolo, Nick",666157,2025,156.2,642,138,22,156,24.3,4.8,0.233,0.387,0.285,0.672,58,60,470,9,8,3.33,105,59,110,397,301,841,1637,307,0,0.229,0.382,0.293,0.291,0.282,31,8.1,6.6,40.5,77.56073084,94.23638627,27.5,50,29.1,93.8,2293,17.1,-22.1,1.1,,,,,,21.8,87.9,1833,17.1,-33.8,28.7,81.9,2569,-8.4,-40.8,20.4,93.8,2296,18.3,-25.8,,,,,,,,,,,,,,,,,,,
"Lorenzen, Michael",547179,2024,130.1,535,101,17,97,18.1,11,0.216,0.372,0.31,0.682,48,49,391,7,6,3.31,94,43,93,346,186,810,1282,192,0,0.243,0.413,0.303,0.329,0.334,32.2,8,8.6,39.4,76.90299382,94.18524995,22.8,44.7,27,93.8,2386,-10.6,-15.5,1.3,8.7,85.2,2669,3.6,-39.5,18.8,84.6,2020,-15.6,-29.2,7.9,81.7,2609,4,-54.7,21.3,93.6,2250,-16.1,-21.4,10,90.1,2571,0.2,-25.7,,,,,,,,,,,82,2630,13.2,-41
"Fried, Max",608331,2025,195.1,801,164,14,189,23.6,6.4,0.223,0.334,0.281,0.615,62,73,586,19,5,2.86,147,63,152,516,338,1135,1974,352,0,0.236,0.355,0.272,0.288,0.294,29.6,6.9,4,37.2,74.88436284,93.85770764,26.6,46.9,12.4,95.8,2211,3.1,-14.9,1.7,2,85.3,2538,-4.9,-37.4,11,85.2,1659,13.4,-34.1,17.3,75.2,2920,-10.5,-66.1,17.7,94,2132,9.9,-26.5,28,93.6,2302,-1.5,-22.2,,,,,,,,,,,81.5,2838,-17.4,-45.3
"Lugo, Seth",607625,2025,145.1,611,133,27,125,20.5,9,0.244,0.438,0.319,0.757,67,70,436,8,7,4.15,100,66,110,449,183,887,1493,192,0,0.26,0.474,0.329,0.349,0.334,34.8,11.1,9.6,45.2,80.32888638,94.97789234,20.6,43.9,21.2,91.7,2350,-7.4,-17.1,1.6,5.5,83.2,2615,5.9,-35.1,9.6,86.2,1671,-14.8,-32.3,23,77.3,3111,14.8,-58.3,14.5,91.3,2402,-15.5,-23.9,14.1,89.2,2453,1.3,-23.2,0.6,84.3,1416,-9.8,-34.2,,,,,,80.6,2754,13.5,-39.7
"Wacha, Michael",608379,2024,166.2,685,154,17,145,21.2,6.6,0.246,0.387,0.3,0.687,62,65,500,13,8,3.35,115,56,119,413,263,927,1675,272,0,0.251,0.405,0.3,0.31,0.306,32.7,8.2,4.1,32.5,75.61426158,93.10900565,23.3,48.5,23.3,93.6,2131,-6.6,-13.3,1.4,9.2,84.1,2041,2.7,-37.1,32.2,81.2,1548,-13,-36.2,8.1,75.2,2261,12.3,-60.8,15.7,93.6,2029,-12.8,-16.6,11.4,88.8,2082,1.2,-24.3,,,,,,,,,,,,,,
"Cabrera, Edward",665795,2025,137.2,581,121,17,150,25.8,8.3,0.233,0.378,0.309,0.687,54,60,413,8,7,3.53,101,53,123,408,260,829,1423,283,0,0.24,0.381,0.303,0.309,0.316,31.1,8.6,9.1,46.4,79.02372351,95.17016754,29.4,45.1,12.7,97,2335,-10.8,-14.6,1.5,17.3,88.5,2548,1.9,-32.7,25.8,94.2,1749,-17.5,-26.5,23.6,84,2631,10.9,-50,20.6,96.8,2309,-17.2,-19.7,,,,,,,,,,,,,,,,,,,
"Gallen, Zac",668678,2025,192,813,176,31,175,21.5,8.1,0.239,0.426,0.303,0.729,103,109,576,13,15,4.83,131,97,133,568,259,1160,1975,298,0,0.245,0.427,0.315,0.32,0.309,34.3,9.7,7.6,43,79.46455706,94.70140098,23.7,44.9,45.1,93.5,2320,-4.3,-14.2,1.3,7.2,88,2380,5.8,-31.2,16,86.3,1518,-12.3,-32.7,23.5,81.1,2441,4.9,-53.2,2.5,93.3,2167,-11.1,-17.2,5.8,89.5,2338,3.4,-24.5,,,,,,,,,,,,,,
"Strider, Spencer",675911,2025,125.1,539,124,20,131,24.3,9.5,0.261,0.453,0.34,0.793,62,63,376,7,14,4.45,104,58,107,285,268,820,1290,294,0,0.256,0.445,0.344,0.339,0.336,39.5,10.6,7.7,42.7,81.05999512,95.31007631,30.6,47.6,51.2,95.5,2300,-8.9,-13.7,1.1,35.3,84.1,2285,5.1,-35.9,4.6,85.9,1957,-14,-30.5,8.9,78.4,2662,10,-51.2,,,,,,,,,,,,,,,,,,,,,,,,
"Kochanowicz, Jack",686799,2025,111,512,136,21,72,14.1,11.3,0.309,0.489,0.393,0.882,84,89,333,3,11,6.81,91,79,96,261,159,714,1145,163,0,0.289,0.46,0.379,0.367,0.38,28,9.3,5.1,49.6,81.7460293,95.75622554,20.8,47.6,19.1,95.5,2251,-7.2,-16,1.5,14.7,87.2,2733,3.3,-36.7,14,89.8,2110,-9,-31.3,,,,,,46.8,95.5,2136,-14.3,-27,,,,,,,,,,,,,,,,82.3,2840,13.4,-43.8
"Cameron, Noah",702070,2025,138.1,556,109,18,114,20.5,7.7,0.214,0.361,0.279,0.64,46,46,415,9,7,2.99,92,40,74,333,218,809,1355,249,0,0.246,0.407,0.281,0.314,0.309,32.6,6.3,5.8,37.4,76.19833699,93.89982739,26.6,47.2,26.4,92.3,2288,4.5,-15.2,1.6,14.3,84.2,2534,-3,-39.5,18.5,81.3,1513,10.9,-30.1,19.3,80.9,2394,-3.4,-52.5,,,,,,21.5,88.2,2461,-3.8,-28.5,,,,,,,,,,,,,,
"Pallante, Andre",669467,2024,121.1,509,110,8,94,18.5,9.4,0.24,0.338,0.315,0.653,51,55,364,8,8,3.78,92,46,125,310,144,750,1228,164,6,0.232,0.328,0.293,0.289,0.31,24.4,3.3,5.2,38.1,75.33976699,93.7957248,19.8,46.4,50.4,94.5,2248,0,-21.1,1.4,17.2,87.5,2371,4.9,-37.1,,,,,,12.6,79.5,2817,4.2,-59.1,19.8,94.8,2118,-10.3,-15.8,,,,,,,,,,,,,,,,,,,
"Allen, Logan",671106,2025,156.2,676,157,18,122,18,9.2,0.262,0.403,0.334,0.737,74,84,470,8,11,4.25,120,71,128,469,207,1040,1669,216,0,0.25,0.417,0.323,0.327,0.326,32.8,9.1,7,37.5,77.20154349,94.14861372,20.6,44.3,33.5,91.2,2227,6.3,-16.6,1.3,,,,,,18.5,82.4,957,9.8,-34.4,,,,,,13.2,89,1964,13.8,-25.4,11.4,85.6,2271,-4.3,-30.8,,,,,,,,,,,78,2299,-14.3,-44.4
"Sears, JP",676664,2024,180.2,758,172,28,137,18.1,6.5,0.251,0.439,0.311,0.75,88,93,542,11,13,4.38,122,85,139,473,276,992,1865,277,0,0.243,0.443,0.324,0.324,0.304,32.7,10.2,7.9,40.2,78.17333218,94.37978786,21.8,48.7,36.1,91.9,2087,11.6,-17.7,1.2,8.4,79.3,2385,-6.2,-35.4,19.2,84,1675,16.6,-36.3,0.6,79.2,2431,-5.4,-46.7,10.7,90,1889,16.1,-27.6,,,,,,,,,,,,,,,,78.7,2427,-13.3,-39.9
"Gallen, Zac",668678,2024,148,621,133,13,156,25.1,8.7,0.237,0.376,0.308,0.684,60,62,444,14,6,3.65,119,57,127,446,220,953,1553,264,0,0.245,0.379,0.301,0.308,0.316,34.9,7.4,7.6,41,79.81895601,94.40298237,26,44.2,46.3,93.7,2293,-4.7,-14.3,1.7,8.7,86.9,2450,5.4,-33.1,14,86.6,1533,-11.8,-31.4,27.7,81,2419,4.8,-52.9,0.2,93.6,1795,-2.7,-13.1,3.1,90.3,2394,3.5,-23.9,,,,,,,,,,,,,,
"Holmes, Clay",605280,2025,165.2,708,150,14,129,18.2,9.3,0.241,0.352,0.324,0.676,65,74,497,12,8,3.53,137,59,135,497,237,1028,1736,254,2,0.248,0.388,0.302,0.322,0.333,30.5,6.8,8.6,42.3,78.36975008,94.82222571,22.1,44.8,5.3,93.2,2304,-6.5,-17.8,1.4,10.7,85.4,2591,1.9,-41.7,15.6,88.1,1105,-12.1,-35.1,,,,,,41,93.7,2180,-15,-28.4,8.3,89.8,2447,1.1,-28.6,,,,,,,,,,,81.9,2815,16.7,-47.3
"May, Dustin",669160,2025,132.1,584,132,21,123,21.1,9.6,0.259,0.447,0.344,0.791,73,78,397,7,11,4.96,107,68,131,401,174,786,1383,177,0,0.264,0.446,0.342,0.35,0.351,34.9,9.2,7.6,44.5,79.4913639,95.16350807,20,45.3,16.6,95.4,2344,-11.3,-17.3,1.4,,,,,,0.8,89.1,1337,-13.8,-33.1,,,,,,33.6,94.5,2411,-18.5,-25.2,9.7,91.4,2496,-0.4,-25.8,,,,,,,,,,,85.2,3182,16.9,-40.4
"Kremer, Dean",665152,2024,129.2,553,110,18,123,22.2,9.2,0.223,0.371,0.297,0.668,59,72,389,8,10,4.1,88,59,96,380,199,788,1383,204,0,0.239,0.424,0.294,0.326,0.315,31.1,9.8,4,35.4,75.88074189,93.50789203,23.3,46.2,32.2,93.4,2278,-7.8,-13.5,1.3,,,,,,,,,,,11.4,77,2780,8.6,-60.7,14.8,92.2,2104,-14.6,-20.1,23,86.9,2395,5.5,-30.4,18.5,84.1,1017,-8.9,-30.9,,,,,,,,,
"Valdez, Framber",664285,2025,192,802,171,15,187,23.3,8.5,0.238,0.358,0.308,0.666,78,82,576,13,11,3.66,156,72,181,495,291,1030,1861,332,0,0.243,0.363,0.295,0.302,0.313,28.1,6.7,5,46.3,79.96466798,95.30098709,26.6,47.3,1.5,93.7,2270,6.9,-22.9,1.6,3.1,84.4,2537,-3.8,-41.1,18.2,89.9,1708,14.7,-33.4,33.1,79.4,2943,-13.2,-58.8,44,94.3,2203,16,-25.1,,,,,,,,,,,,,,,,,,,
"Webb, Logan",657277,2025,207,856,210,14,224,26.2,5.4,0.264,0.386,0.308,0.694,74,82,621,15,11,3.22,168,74,193,648,326,1117,2165,349,0,0.249,0.376,0.303,0.294,0.294,32.8,8.3,4.1,40.2,78.36455479,94.73222497,24.7,46.2,7.8,92.8,2118,-9,-21,1.1,,,,,,24.1,86.5,1502,-8.5,-42,,,,,,33.6,92.6,1959,-15.7,-31.6,7.9,91.1,2225,-2,-25.2,,,,,,,,,,,84.6,2543,14.6,-38.7
"Pérez, Martín",527048,2024,135,590,151,22,107,18.1,8.3,0.283,0.46,0.349,0.809,68,71,405,5,6,4.53,107,62,100,409,184,781,1423,193,0,0.278,0.468,0.351,0.354,0.344,34.3,8.6,7.9,41.5,76.89241338,94.74982906,21,46,4.6,91.5,2088,10.6,-17.6,1.4,0,82.8,2243,-2.8,-33.6,22.7,83.4,1672,14.4,-31.3,14.1,77.9,2454,-3.5,-49.3,36.6,90.7,1969,16,-23.3,22,87.9,2206,0.8,-23,,,,,,,,,,,,,,
"Houser, Adrian",605288,2025,125,518,122,10,92,17.8,7.3,0.261,0.385,0.325,0.71,46,49,375,8,5,3.31,104,46,103,296,153,657,1235,159,0,0.257,0.38,0.312,0.312,0.322,30.3,6.1,5.8,47.6,79.18399794,95.05124979,18.1,49.6,11.7,95.2,2301,-10.7,-15.3,1.1,15.4,88.1,2432,2.5,-30.5,15.3,85.8,1613,-15.7,-32.5,11.7,81.7,1965,7.2,-53.4,45.9,94.4,2202,-17.1,-23.7,,,,,,,,,,,,,,,,,,,
"Assad, Javier",665871,2024,147,638,143,20,124,19.4,9.9,0.254,0.422,0.333,0.755,61,64,441,7,6,3.73,124,57,139,477,157,982,1556,170,0,0.261,0.435,0.33,0.34,0.34,36,8.8,4.7,39.8,78.30406009,94.27245294,17.9,42.5,16.2,91.5,2036,-5.8,-16.2,1.7,1.7,81.1,2335,7.2,-42.5,4.6,83.7,1434,-12.7,-30.8,11.6,76.8,2440,11.1,-56.4,35.4,91.4,1894,-13.6,-21.7,21.6,87.9,2047,3.6,-26.7,,,,,,,,,,,79.9,2398,15,-42.9
"Ragans, Cole",666142,2024,186.1,762,146,15,223,29.3,8.8,0.213,0.334,0.289,0.623,65,71,559,11,9,3.14,132,63,129,454,430,1138,1980,448,0,0.216,0.34,0.277,0.283,0.292,31.8,6.2,6.7,35.4,77.67589122,93.55301085,32,48.9,41.7,95.4,2553,12.6,-12.9,1.8,12.8,86,2542,-0.9,-36.3,23.7,84.8,2161,16,-25.9,10.4,80.8,2471,-10.2,-55,0.1,96.3,2567,14.1,-12.7,11.3,90.8,2503,1,-23.2,,,,,,,,,,,,,,
"Castillo, Luis",622491,2024,175.1,719,158,25,175,24.3,6.5,0.238,0.412,0.293,0.705,71,73,526,11,12,3.64,126,65,128,433,331,978,1881,337,0,0.244,0.405,0.305,0.307,0.298,37,8.5,6.7,41.9,78.93813156,94.54651673,25.9,50.6,45.3,95.6,2155,-12.5,-17.8,1.1,22.3,85.7,2296,0.9,-36.3,14.3,88.1,1894,-17.2,-35.4,,,,,,18.1,95.6,2008,-18.3,-26,,,,,,,,,,,,,,,,,,,
"Webb, Logan",657277,2024,204.2,841,202,11,172,20.5,5.9,0.258,0.355,0.302,0.657,79,83,614,13,10,3.47,152,75,176,636,261,1085,2116,273,0,0.271,0.411,0.288,0.32,0.317,32.1,7,6.3,46.2,77.92766283,95.23345283,20.8,46.2,5.5,92.6,2054,-8.6,-22.5,1.2,,,,,,30.9,87.4,1460,-9.9,-40.4,,,,,,39.7,92.6,1940,-15.1,-30.9,2.6,91,2235,-1.2,-25.2,,,,,,,,,,,83.8,2605,16.4,-39.9
"Bassitt, Chris",605135,2024,171,758,180,18,168,22.2,9.2,0.27,0.397,0.352,0.749,79,91,513,10,14,4.16,157,79,163,549,253,1078,1881,260,0,0.256,0.398,0.331,0.327,0.34,36.3,7.5,4,37.1,75.64419492,94.07781649,21.7,45,4.4,92.6,2162,-7.7,-18.8,1.4,4.4,82.5,2376,6.8,-41,5.1,84.5,1930,-17.1,-31.1,13.7,71,2290,15.3,-67.7,40.8,92.5,2101,-16.5,-23.9,19.8,89.6,2240,0,-24.8,4.5,84.1,1267,-13.3,-38.1,,,,,,74.1,2341,17.5,-51.4
"Littell, Zack",641793,2024,156.1,656,164,22,141,21.5,4.7,0.265,0.426,0.306,0.732,63,68,469,8,10,3.63,118,64,134,390,263,806,1680,275,0,0.263,0.435,0.317,0.321,0.303,36.2,9.6,6.3,39.2,78.59029555,94.13734457,23.1,51.9,22.3,92.4,2023,-7.1,-15.2,1.3,34.8,86.6,2255,2.5,-29.4,,,,,,,,,,,14.6,91.6,2031,-14.8,-19.3,,,,,,23.2,83,862,-8.7,-38.6,,,,,,79.5,2244,14.2,-47.2
